n_rules	precision	recall	accuracy	balanced_accuracy
142	0.8984700973574409	0.47300018304960645	0.8316968313783769	0.725586651548723
143	0.8983344899375434	0.47391543108182316	0.8319091343346956	0.7260069007703929
144	0.8967184801381692	0.4751967783269266	0.8319622100737752	0.7264233256263127
145	0.8962784286698828	0.47611202635914335	0.8321214372910143	0.7268062000535439
146	0.8958404950154693	0.47702727439136006	0.8322806645082533	0.727189074480775
147	0.8954046639231824	0.47794252242357677	0.8324398917254923	0.727571948908006
148	0.894970920287376	0.47885777045579353	0.8325991189427313	0.7279548233352372
149	0.8945392491467576	0.47977301848801024	0.8327583461599702	0.7283376977624683
150	0.8941096356826694	0.480688266520227	0.8329175733772093	0.7287205721896994
151	0.8936820652173914	0.4816035145524437	0.8330768005944483	0.7291034466169305
152	0.8932565232124704	0.4825187625846604	0.8332360278116873	0.7294863210441616
153	0.8934010152284264	0.48325096101043385	0.833448330768006	0.7298524202570482
154	0.8935451165934437	0.48398315943620723	0.8336606337243246	0.730218519469935
155	0.8936888288896389	0.4847153578619806	0.8338729366806433	0.7305846186828217
156	0.8938321536905965	0.485447556287754	0.8340852396369619	0.7309507178957083
157	0.8939750925614272	0.48617975471352737	0.8342975425932806	0.7313168171085951
158	0.8941176470588236	0.48691195313930075	0.8345098455495993	0.7316829163214817
159	0.8942598187311178	0.4876441515650741	0.834722148505918	0.7320490155343684
160	0.8944016091183372	0.4883763499908475	0.8349344514622367	0.7324151147472551
161	0.8945430197522598	0.4891085484166209	0.8351467544185552	0.7327812139601417
162	0.8946840521564694	0.4898407468423943	0.8353590573748739	0.7331473131730285
163	0.8948247078464107	0.4905729452681677	0.8355713603311926	0.7335134123859152
164	0.8949649883294432	0.49130514369394107	0.8357836632875113	0.7338795115988019
165	0.8948069241011984	0.49203734211971445	0.8359428905047502	0.7342082360172499
166	0.8946493851777999	0.4927695405454878	0.8361021177219893	0.7345369604356979
167	0.8944923689449237	0.4935017389712612	0.8362613449392283	0.734865684854146
168	0.8943358728055647	0.4942339373970346	0.8364205721564673	0.7351944092725942
169	0.8941798941798942	0.49496613582280796	0.8365797993737063	0.7355231336910422
170	0.8940244305051172	0.49569833424858134	0.8367390265909452	0.7358518581094903
171	0.8938694792353329	0.4964305326743548	0.8368982538081843	0.7361805825279384
172	0.8937150378413952	0.49716273110012815	0.8370574810254233	0.7365093069463864
173	0.8935611038107752	0.49789492952590153	0.8372167082426623	0.7368380313648344
174	0.8934076746474254	0.4986271279516749	0.8373759354599013	0.7371667557832825
175	0.8932547478716437	0.4993593263774483	0.8375351626771402	0.7374954802017306
176	0.8931023210199411	0.5000915248032217	0.8376943898943793	0.7378242046201786
177	0.8929503916449086	0.500823723228995	0.8378536171116183	0.7381529290386266
178	0.8927989573150863	0.5015559216547685	0.8380128443288573	0.7384816534570748
179	0.8926480156148341	0.5022881200805418	0.8381720715460963	0.7388103778755228
180	0.8922077922077922	0.5030203185063152	0.8382782230242556	0.7391017274995322
181	0.8917692806221647	0.5037525169320886	0.838384374502415	0.7393930771235417
182	0.8913324708926261	0.504484715357862	0.8384905259805743	0.7396844267475511
183	0.8908973531310523	0.5052169137836353	0.8385966774587336	0.7399757763715605
184	0.8904639175257731	0.5059491122094087	0.838702828936893	0.74026712599557
185	0.890032154340836	0.5066813106351822	0.8388089804150523	0.7405584756195794
186	0.8901381304208159	0.5072304594545122	0.8389682076322913	0.7408330500292444
187	0.8902439024390244	0.5077796082738422	0.8391274348495302	0.7411076244389094
188	0.8903494709842898	0.5083287570931723	0.8392866620667693	0.7413821988485745
189	0.8904548366431775	0.5088779059125023	0.8394458892840083	0.7416567732582395
190	0.89056	0.5094270547318324	0.8396051165012473	0.7419313476679046
191	0.8906649616368286	0.5099762035511624	0.8397643437184863	0.7422059220775695
192	0.8907697221335037	0.5105253523704925	0.8399235709357252	0.7424804964872346
193	0.8908742820676452	0.5110745011898224	0.8400827981529643	0.7427550708968995
194	0.8909786420146637	0.5116236500091524	0.8402420253702033	0.7430296453065646
195	0.8910828025477707	0.5121727988284825	0.8404012525874422	0.7433042197162296
196	0.8911867642379891	0.5127219476478125	0.8405604798046813	0.7435787941258947
197	0.8904761904761904	0.513454146073586	0.8406135555437609	0.7438327689554654
198	0.8902980342422321	0.514003294892916	0.8407197070219202	0.7440699685706917
199	0.890120329322356	0.5145524437122461	0.8408258585000796	0.7443071681859182
200	0.889943074003795	0.5151015925315761	0.8409320099782389	0.7445443678011445
201	0.8897662665824384	0.515650741350906	0.8410381614563983	0.7447815674163709
202	0.889589905362776	0.5161998901702362	0.8411443129345576	0.7450187670315973
203	0.889413988657845	0.5167490389895661	0.8412504644127169	0.7452559666468237
204	0.8892385147891756	0.5172981878088962	0.8413566158908763	0.7454931662620501
205	0.8890634820867379	0.5178473366282262	0.8414627673690356	0.7457303658772765
206	0.8888888888888888	0.5183964854475562	0.841568918847195	0.7459675654925029
207	0.8887147335423198	0.5189456342668863	0.8416750703253543	0.7462047651077293
208	0.8885410144020037	0.5194947830862163	0.8417812218035137	0.7464419647229557
209	0.8883677298311444	0.5200439319055464	0.841887373281673	0.746679164338182
210	0.8879175772713082	0.5205930807248764	0.8419404490207526	0.7468789891589698
211	0.8874688279301746	0.5211422295442065	0.8419935247598322	0.7470788139797576
212	0.8870214752567693	0.5216913783635365	0.842046600498912	0.7472786388005453
213	0.8865755127408328	0.5222405271828665	0.8420996762379916	0.7474784636213331
214	0.8861309339125039	0.5227896760021966	0.8421527519770713	0.7476782884421209
215	0.8856877323420075	0.5233388248215266	0.8422058277161509	0.7478781132629087
216	0.8852459016393442	0.5238879736408567	0.8422589034552306	0.7480779380836964
217	0.8853168469860896	0.5242540728537434	0.84236505493339	0.7482609876901397
218	0.8853877046648131	0.52462017206663	0.8424712064115493	0.748444037296583
219	0.885458474837913	0.5249862712795168	0.8425773578897087	0.7486270869030265
220	0.8855291576673866	0.5253523704924035	0.842683509367868	0.7488101365094697
221	0.885599753314832	0.5257184697052901	0.8427896608460272	0.7489931861159131
222	0.8856702619414484	0.5260845689181768	0.8428958123241866	0.7491762357223564
223	0.8857406837080382	0.5264506681310636	0.8430019638023459	0.7493592853287998
224	0.8858110187750077	0.5268167673439502	0.8431081152805053	0.7495423349352431
225	0.8858812673023685	0.5271828665568369	0.8432142667586646	0.7497253845416865
226	0.8859514294497387	0.5275489657697235	0.8433204182368239	0.7499084341481298
227	0.886021505376344	0.5279150649826103	0.8434265697149833	0.7500914837545731
228	0.8860914952410194	0.528281164195497	0.8435327211931426	0.7502745333610166
229	0.8861613992022093	0.5286472634083836	0.843638872671302	0.7504575829674598
